intervention_id,image_id,rule_id,intervention_type,seed,target_box_xyxy,mask_box_xyxy,mask_target_iou,model_id,prompt_id,answer,evidence_regions_xyxy,worker_boxes_xyxy,object_boxes_xyxy,confidence,graded_score,raw_response,provenance
0000074:fall_harness:matched_random:42,0000074,fall_harness,matched_random_occlusion,42,,"[931,799,962,863]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[406,726,437,790]]","[[405,725,440,796]]","[[406,726,437,790]]",0.5172552412508854,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[405,725,440,796]],""object_boxes"":[[406,726,437,790]],""confidence"":0.5172552412508854,""graded_score"":1.0,""inference_ms"":215.49630002118647,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000074:fall_harness:matched_random:43,0000074,fall_harness,matched_random_occlusion,43,,"[713,388,744,452]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[406,726,437,790]]","[[405,725,440,796]]","[[406,726,437,790]]",0.5165573229481066,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[405,725,440,796]],""object_boxes"":[[406,726,437,790]],""confidence"":0.5165573229481066,""graded_score"":1.0,""inference_ms"":200.93029999407008,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000074:fall_harness:matched_random:44,0000074,fall_harness,matched_random_occlusion,44,,"[164,0,195,64]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[406,726,437,790]]","[[405,725,440,797]]","[[406,726,437,790]]",0.5157848319171795,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[405,725,440,797]],""object_boxes"":[[406,726,437,790]],""confidence"":0.5157848319171795,""graded_score"":1.0,""inference_ms"":205.09910001419485,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000074:fall_harness:matched_random:45,0000074,fall_harness,matched_random_occlusion,45,,"[739,112,770,176]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[406,726,437,790]]","[[405,725,441,797]]","[[406,726,437,790]]",0.5191227131789284,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[405,725,441,797]],""object_boxes"":[[406,726,437,790]],""confidence"":0.5191227131789284,""graded_score"":1.0,""inference_ms"":203.35559995146468,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000074:fall_harness:matched_random:46,0000074,fall_harness,matched_random_occlusion,46,,"[337,519,368,583]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[406,726,437,789]]","[[405,725,440,796]]","[[406,726,437,789]]",0.5151938253215381,1.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[405,725,440,796]],""object_boxes"":[[406,726,437,789]],""confidence"":0.5151938253215381,""graded_score"":1.0,""inference_ms"":208.42449995689094,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000079:guardrail_edge:targeted,0000079,guardrail_edge,targeted_occlusion,,"[1,457,1198,676]","[1,457,1198,676]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,453,1198,681]]","[[176,374,227,459]]","[[1,453,1198,681]]",0.6392587835767439,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[176,374,227,459]],""object_boxes"":[[1,453,1198,681]],""confidence"":0.6392587835767439,""graded_score"":1.0,""inference_ms"":201.96529995882884,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000079:guardrail_edge:matched_random:42,0000079,guardrail_edge,matched_random_occlusion,42,,"[0,148,1197,367]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,455,1198,677]]","[[173,372,235,542]]","[[1,455,1198,677]]",0.5674603548832238,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[173,372,235,542]],""object_boxes"":[[1,455,1198,677]],""confidence"":0.5674603548832238,""graded_score"":1.0,""inference_ms"":228.9992999867536,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000079:guardrail_edge:matched_random:43,0000079,guardrail_edge,matched_random_occlusion,43,,"[2,29,1199,248]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,457,1198,676]]","[[176,374,231,540]]","[[1,457,1198,676]]",0.5760679324822766,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[176,374,231,540]],""object_boxes"":[[1,457,1198,676]],""confidence"":0.5760679324822766,""graded_score"":1.0,""inference_ms"":203.9883999968879,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000079:guardrail_edge:matched_random:44,0000079,guardrail_edge,matched_random_occlusion,44,,"[3,94,1200,313]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,457,1198,677]]","[[175,373,233,542]]","[[1,457,1198,677]]",0.5674714751408568,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[175,373,233,542]],""object_boxes"":[[1,457,1198,677]],""confidence"":0.5674714751408568,""graded_score"":1.0,""inference_ms"":209.9708000314422,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000079:guardrail_edge:matched_random:45,0000079,guardrail_edge,matched_random_occlusion,45,,"[3,124,1200,343]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,457,1198,677]]","[[173,372,235,542]]","[[1,457,1198,677]]",0.5656454996205866,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[173,372,235,542]],""object_boxes"":[[1,457,1198,677]],""confidence"":0.5656454996205866,""graded_score"":1.0,""inference_ms"":207.79270003549755,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000079:guardrail_edge:matched_random:46,0000079,guardrail_edge,matched_random_occlusion,46,,"[2,107,1199,326]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,457,1198,677]]","[[175,373,233,542]]","[[1,457,1198,677]]",0.5653335199292218,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[175,373,233,542]],""object_boxes"":[[1,457,1198,677]],""confidence"":0.5653335199292218,""graded_score"":1.0,""inference_ms"":202.82860001316294,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000081:guardrail_edge:targeted,0000081,guardrail_edge,targeted_occlusion,,"[1,404,1198,899]","[1,404,1198,899]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,63,1198,231]]","[[560,351,693,408]]","[[1,63,1198,231]]",0.6235006484868271,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[560,351,693,408]],""object_boxes"":[[1,63,1198,231]],""confidence"":0.6235006484868271,""graded_score"":1.0,""inference_ms"":201.81440003216267,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000081:guardrail_edge:matched_random:42,0000081,guardrail_edge,matched_random_occlusion,42,,"[0,0,1197,495]",0.10113046532502504,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,494,1198,899]]",[],"[[1,494,1198,899]]",0.6720447685474005,nan,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[],""object_boxes"":[[1,494,1198,899]],""confidence"":0.6720447685474005,""graded_score"":NaN,""inference_ms"":257.694200030528,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000081:guardrail_edge:matched_random:43,0000081,guardrail_edge,matched_random_occlusion,43,,"[0,0,1197,495]",0.10113046532502504,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,494,1198,899]]",[],"[[1,494,1198,899]]",0.6720447685474005,nan,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[],""object_boxes"":[[1,494,1198,899]],""confidence"":0.6720447685474005,""graded_score"":NaN,""inference_ms"":252.0088999881409,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000081:guardrail_edge:matched_random:44,0000081,guardrail_edge,matched_random_occlusion,44,,"[0,0,1197,495]",0.10113046532502504,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,494,1198,899]]",[],"[[1,494,1198,899]]",0.6720447685474005,nan,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[],""object_boxes"":[[1,494,1198,899]],""confidence"":0.6720447685474005,""graded_score"":NaN,""inference_ms"":253.07890004478395,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000081:guardrail_edge:matched_random:45,0000081,guardrail_edge,matched_random_occlusion,45,,"[0,0,1197,495]",0.10113046532502504,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,494,1198,899]]",[],"[[1,494,1198,899]]",0.6720447685474005,nan,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[],""object_boxes"":[[1,494,1198,899]],""confidence"":0.6720447685474005,""graded_score"":NaN,""inference_ms"":271.9226999906823,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000081:guardrail_edge:matched_random:46,0000081,guardrail_edge,matched_random_occlusion,46,,"[0,0,1197,495]",0.10113046532502504,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,494,1198,899]]",[],"[[1,494,1198,899]]",0.6720447685474005,nan,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[],""object_boxes"":[[1,494,1198,899]],""confidence"":0.6720447685474005,""graded_score"":NaN,""inference_ms"":260.11299999663606,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000102:ppe_hard_hat:targeted,0000102,ppe_hard_hat,targeted_occlusion,,"[225,563,256,588]","[225,563,256,588]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[221,560,257,590]]","[[202,585,275,700]]","[[221,560,257,590]]",0.5396005514610027,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[202,585,275,700]],""object_boxes"":[[221,560,257,590]],""confidence"":0.5396005514610027,""graded_score"":1.0,""inference_ms"":221.87149996170774,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000102:ppe_hard_hat:matched_random:42,0000102,ppe_hard_hat,matched_random_occlusion,42,,"[824,402,855,427]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[225,563,256,588]]","[[201,562,278,705]]","[[225,563,256,588]]",0.5826625694919909,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[201,562,278,705]],""object_boxes"":[[225,563,256,588]],""confidence"":0.5826625694919909,""graded_score"":1.0,""inference_ms"":201.73840003553778,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000102:ppe_hard_hat:matched_random:43,0000102,ppe_hard_hat,matched_random_occlusion,43,,"[411,87,442,112]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[225,563,256,588]]","[[201,562,278,705]]","[[225,563,256,588]]",0.5830528994223901,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[201,562,278,705]],""object_boxes"":[[225,563,256,588]],""confidence"":0.5830528994223901,""graded_score"":1.0,""inference_ms"":204.8882000381127,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000102:ppe_hard_hat:matched_random:44,0000102,ppe_hard_hat,matched_random_occlusion,44,,"[501,184,532,209]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[225,563,256,588]]","[[201,562,278,705]]","[[225,563,256,588]]",0.5817212491695369,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[201,562,278,705]],""object_boxes"":[[225,563,256,588]],""confidence"":0.5817212491695369,""graded_score"":1.0,""inference_ms"":206.2824999447912,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000102:ppe_hard_hat:matched_random:45,0000102,ppe_hard_hat,matched_random_occlusion,45,,"[634,17,665,42]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[225,563,256,588]]","[[202,563,275,719]]","[[225,563,256,588]]",0.5826720311971647,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[202,563,275,719]],""object_boxes"":[[225,563,256,588]],""confidence"":0.5826720311971647,""graded_score"":1.0,""inference_ms"":207.89280004100874,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000102:ppe_hard_hat:matched_random:46,0000102,ppe_hard_hat,matched_random_occlusion,46,,"[1083,244,1114,269]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[225,563,256,588]]","[[201,562,278,705]]","[[225,563,256,588]]",0.5825612901576928,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[201,562,278,705]],""object_boxes"":[[225,563,256,588]],""confidence"":0.5825612901576928,""graded_score"":1.0,""inference_ms"":214.88220000173897,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000116:ppe_hard_hat:targeted,0000116,ppe_hard_hat,targeted_occlusion,,"[561,529,704,656]","[561,529,704,656]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[823,613,892,695]]","[[157,615,942,1437]]","[[823,613,892,695]]",0.5176021667596484,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[157,615,942,1437]],""object_boxes"":[[823,613,892,695]],""confidence"":0.5176021667596484,""graded_score"":1.0,""inference_ms"":244.58890000823885,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000116:ppe_hard_hat:matched_random:42,0000116,ppe_hard_hat,matched_random_occlusion,42,,"[1252,970,1395,1097]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[561,529,706,656]]","[[157,531,939,1435]]","[[561,529,706,656]]",0.5379144387718822,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[157,531,939,1435]],""object_boxes"":[[561,529,706,656]],""confidence"":0.5379144387718822,""graded_score"":1.0,""inference_ms"":235.55550002492964,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000116:ppe_hard_hat:matched_random:43,0000116,ppe_hard_hat,matched_random_occlusion,43,,"[939,1166,1082,1293]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[561,529,706,656]]","[[157,531,939,1435]]","[[561,529,706,656]]",0.5418286778564965,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[157,531,939,1435]],""object_boxes"":[[561,529,706,656]],""confidence"":0.5418286778564965,""graded_score"":1.0,""inference_ms"":255.645299970638,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000116:ppe_hard_hat:matched_random:44,0000116,ppe_hard_hat,matched_random_occlusion,44,,"[1256,122,1399,249]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[561,529,704,656]]","[[157,531,939,1435]]","[[561,529,704,656]]",0.5314508849488837,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[157,531,939,1435]],""object_boxes"":[[561,529,704,656]],""confidence"":0.5314508849488837,""graded_score"":1.0,""inference_ms"":244.17599994922057,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000116:ppe_hard_hat:matched_random:45,0000116,ppe_hard_hat,matched_random_occlusion,45,,"[710,1580,853,1707]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[561,529,706,656]]","[[157,531,939,1435]]","[[561,529,706,656]]",0.5305564521279718,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[157,531,939,1435]],""object_boxes"":[[561,529,706,656]],""confidence"":0.5305564521279718,""graded_score"":1.0,""inference_ms"":237.02469997806475,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0000116:ppe_hard_hat:matched_random:46,0000116,ppe_hard_hat,matched_random_occlusion,46,,"[1373,1186,1516,1313]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[561,529,706,656]]","[[157,531,939,1435]]","[[561,529,706,656]]",0.5430575962111885,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[157,531,939,1435]],""object_boxes"":[[561,529,706,656]],""confidence"":0.5430575962111885,""graded_score"":1.0,""inference_ms"":249.8269000207074,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
